anubi - ospedale per animali da compagnia, 299/a str. Genova 10024 Moncalieri, 011 6813033 ,44.987877300000001, 7.7260346999999996
ambulatorio veterinario associato san paolo, 111/4 v. Issiglio 10141 Torino, 011 3722558 ,45.066995599999998, 7.6409896000000002
centro veterinario torinese srl, 147 lungo dora Colletta 10153 Torino, 011 2482116 ,45.076663199999999, 7.7168348
clinica veterinaria, 89/a c. Un. Sovietica 10100 Torino, 011 3181500 ,45.070851500000003, 7.6843404
luca dr. ferrero medico veterinario, 39/bis/b v. Mazzini 10123 Torino, 011 8121612 338 6927667 ,45.061006599999999, 7.6895439000000003
clinica veterinaria europa, 17 c. Marconi 10125 Torino, 011 6690207 ,45.056083800000003, 7.6807641000000002
dr. abatantuono francesco davide - veterinario, 85/D v. Domodossola 10145 Torino, 333 1211197 ,45.083162700000003, 7.6427451
ambulatorio veterinario dr. sergio pastrone, 246 c. Vercelli 10155 Torino, 011 200126 335 5269444 ,45.108892699999998, 7.6977922999999997
veterinario ponchione dr. piero, 82 c. Brunelleschi 10141 Torino, 011 700262 ,45.067941500000003, 7.6241154
associazione impronta, 40 v. Varallo 10153 Torino, 347 2484047 ,45.071140399999997, 7.7136455000000002
chiesa dr. alessandra ambulatorio veterinario, 96 Via Gorizia 10137 Torino, 011 3241191 ,45.046321300000002, 7.6405383999999996
d.ssa lanfranco anna maria, Via Borgaro 44 10149 Torino, 011 2167863 ,45.0959219, 7.6630095999999996
de luca dr. alessandra medico veterianario, 16/E Via Venalzio 10146 Torino, 011 7792928 ,45.077572400000001, 7.6340813000000001
degan dr. loredana studio veterinario, 108 Via Lucento 10149 Torino, 011 7399338 ,45.103544800000002, 7.6605467999999997
demaria d.ssa sabrina, 19/B Via Assarotti Ottavio 10122 Torino, 011 4407265 ,45.072260399999998, 7.6733535000000002
destefanis dr. piero studio veterinario, 66 Corso Casale 10131 Torino, 011 8197077 ,45.066977399999999, 7.7087215999999996
dott.ssa renda luisa, Via Balme 37/D 10143 Torino, 011 7714948 ,45.081028600000003, 7.6502910000000002
dr. vignetta rosella, Strada S. Mauro 201 10156 Torino, 011 2732094 ,45.102309099999999, 7.7476592999999996
eskenazi dr. alessandra ambulatorio veterinario, 16 Via Ormea Carlo Francesco 10125 Torino, 011 6686858 ,45.0576139, 7.6810920999999999
faravelli pietro, Corso Einaudi Luigi 15/A 10128 Torino, 011 5681773 ,45.057925699999998, 7.6664789999999998
fina ernesto, Via Gioia Melchiorre 10 10121 Torino, 011 19821276 338 8161746 ,45.0647874, 7.6764378999999998
fortunati dr. piero medico veterinario, 5 Via Spallanzani Lazzaro 10134 Torino, 011 3199313 ,45.048287199999997, 7.6626811000000004
gentile marco medico veterinario, 93/B Via Tripoli 10137 Torino, 011 361805 ,45.042525400000002, 7.6443104999999996
ghione dr. virginio ambulatorio veterinario, 2 Via Mongrando 10153 Torino, 011 888608 ,45.0697118, 7.7099796999999999
graziano nicolino, Lungo Dora Firenze 25 10152 Torino, 011 2481078 339 8891292 ,45.080244, 7.6889219999999998
grivetto dott. giannandrea medico veterinario, 53/F Corso Tassoni Alessandro 10143 Torino, 011 746842 ,45.082728299999999, 7.6553819000000001
illengo dr. velia ambulatorio veterinario, 26 Via Pesaro 10152 Torino, 011 4363358 ,45.0839207, 7.6779507999999996
laboratorio veterinario torinese di piraino manuela e c. s.a.s., Lungo Dora Firenze 151 10153 Torino, 011 235497 011 235694 ,45.075317200000001, 7.7005901999999997
lazzari dott. franco, Corso Belgio 176 10153 Torino, 011 9989757 ,45.074952400000001, 7.7256267000000003
leoni dr. nicoletta, 109 Via Gaidano Paolo 10137 Torino, 011 3111141 ,45.041536000000001, 7.6224626000000004
mazzanti marilena studio veterinario, 73 Corso S. Maurizio 10124 Torino, 011 8178845 ,45.066701999999999, 7.6978856000000002
mazziga dr. claretta ambulatorio veterinario, 243/F Corso Regina Margherita 10144 Torino, 011 489653 ,45.084927, 7.6581232000000004
mazziga dr.claretta annalisa, Corso Regina Margherita 243/F 10144 Torino, 011 489653 347 0174303 ,45.084927, 7.6581232000000004
nuovo d.ssa maria serafina ambulatorio veterinario, 32 Via Casalborgone 10132 Torino, 011 8195513 ,45.065349400000002, 7.7144735000000004
oddone ugo, 250 Corso Regina Margherita 10144 Torino, 011 5884549 ,45.0842162, 7.6617397
oddone ugo dr., 250 Corso Regina Margherita 10144 Torino, 011 487000 ,45.0842162, 7.6617397
onida dr. francesca ambulatorio veterinaio, 5 Piazza Arbarello Vincenzo 10122 Torino, 011 5629732 ,45.073767400000001, 7.6766107000000003
pancaldi patrizia, 2 Viale Venticinque Aprile 10133 Torino, 011 6611188 ,45.034367699999997, 7.6846928999999999
parodi bianca medico veterinario, 197/D Corso Racconigi 10141 Torino, 011 3821796 ,45.0574412, 7.6476430999999998
picco dr. simona maria ambulatorio veterinario, 86 Via Buenos Aires 10137 Torino, 011 360666 ,45.0382952, 7.6388518000000003
ponzo dr. paolo, 56/D Via Privata Oslavia 10153 Torino, 011 4124872 011 8989002 ,45.074208599999999, 7.7134869000000004
remo dr. mauro medico veterinario, 44 Corso Casale 10131 Torino, 011 8195906 ,45.065066299999998, 7.7037322000000001
ricagno dr. mauro, Corso Rosselli Carlo E Nello 111 10129 Torino, 337 576002 ,45.053897800000001, 7.6519689
ricagno dr. mauro medico veterinario, 72/F Corso Re Umberto 10128 Torino, 011 505598 ,45.055974800000001, 7.6675601000000002
rolando bianca ambulatorio veterinario, 90/B Corso Principe Oddone 10152 Torino, 011 283163 ,45.0888414, 7.6773785999999999
rossi dr. elena medico veterinario, 239/F Corso Unione Sovietica 10134 Torino, 011 6193943 ,45.033816899999998, 7.6479610999999998
schmid dr. nicola ambulatorio veterinario, 19 Via Villar 10147 Torino, 011 252556 ,45.095050100000002, 7.6794317999999997
spano fabio, 35 Corso Marconi Guglielmo 10125 Torino, 011 6505920 ,45.055095299999998, 7.6840009
stevenin dr. fulvio, 148 Corso Monte Cucco 10141 Torino, 011 5781515 ,45.061880799999997, 7.6295197999999997
studio medico veterinario dott. a. salaroglio, 34 Via Peyron Amedeo 10143 Torino, 011 4371711 ,45.079131099999998, 7.6607649000000002
studio veterinario associato dr lattanzio-todesco, 90 Strada Delle Vallette 10151 Torino, 011 7396565 ,45.1062364, 7.6364865000000002
studio veterinario cellini, 25/C Via Cellini Benvenuto 10126 Torino, 011 6635491 ,45.043507400000003, 7.6750429999999996
studio veterinario dott. bovo e dott. ansini, Corso Francia 95 10138 Torino, 011 4475850 338 1552605 ,45.075718799999997, 7.6513346999999996
tarizzo dr. cristina medico veterinario, 4 Via Netro 10143 Torino, 011 746695 ,45.081241599999998, 7.6550202000000001
tau centro veterinario malattie piccoli animali, 295/A Corso Grosseto 10151 Torino, 011 7394782 ,45.105254100000003, 7.6607450999999998
veterinario ambulatorio zanella concu, 227 Corso Francia 10139 Torino, 011 7727697 ,45.074966600000003, 7.6336316000000002
veterinario lubatti giovanni, 35 V. Caraglio 10141 Torino, 011 389514 349 4955354 ,45.064728199999998, 7.6422298
viggiano dr. anna maria simona, 55 Via Rieti 10142 Torino, 011 4034110 ,45.069944399999997, 7.6098526
vignetta d.ssa rosella, 201 Strada S. Mauro 10156 Torino, 011 2732094 ,45.102309099999999, 7.7476592999999996
ente nazionale protezione animali ambulatori veterinari, 8 Via Germagnano 10156 Torino, 011 2620397 ,45.116239700000001, 7.6983084000000002
anagrafe canina servizio veterinario, Via Delleani 10141 Torino, 011 389697 ,45.067558499999997, 7.635014
azienda u.s.l. n. 4 servizio veterinario, 48 Via Germagnano 10156 Torino, 011 2622769 ,45.116809799999999, 7.6921331999999998
cavaglià daniela ambulatorio medico veterinario, 115 Via Barletta 10136 Torino, 011 3241194 ,45.049749200000001, 7.6374578
facolt? di medicina veterinaria, 52 Via Nizza 10126 Torino, 011 0906100 ,45.049901599999998, 7.6739689999999996
ordine dei medici veterinari della provincia di torino, 36 Corso Lione 10141 Torino, 011 3850769 011 3851267 ,45.058423500000004, 7.6554491999999996
studio veterinario dottor luca micchiardi, 121 Corso Ferraris Galileo 10128 Torino, 011 5683578 ,45.053913899999998, 7.6632109000000002
ufficio veterinario adempimenti cee, 4 Via Guarini Guarino 10123 Torino, 011 5617419 ,45.063145800000001, 7.6812813999999996
dr. mauro bigliati, 5 v. Vernazza 10136 Torino, 011 355360 335 5950533 ,45.0448339, 7.6490974999999999
ambulatorio veterinario argentero, 1/f v. Argentero 10126 Torino, 011 6503040 338 1605835 ,45.050881699999998, 7.6732633000000003
da col dott.ssa barbara, 214/c c. Grosseto 10148 Torino, 011 2206943 338 8784047 ,45.105559399999997, 7.6674537999999997
serra laura, 5 v. Spallanzani 10134 Torino, 368 3048731 ,45.048287199999997, 7.6626811000000004
clinica veterinaria borgo po, 389 c. Moncalieri 10133 Torino, 011 6610683 339 1266287 ,45.021771399999999, 7.6777284999999997
centro veterinario monviso srl, 389 c. Moncalieri 10133 Torino, 011 6610683 339 1266287 ,45.021771399999999, 7.6777284999999997
ambulatorio veterinaio associato, 261 c. G. Cesare 10155 Torino, 011 2052272 ,45.104914999999998, 7.7016172999999997
ambulatorio veterinario cutolo dott.ssa valeria, 20/g v. G. Da Verrazzano 10129 Torino, 011 503028 ,45.059089499999999, 7.6578448999999997
ambulatorio veterinario borio dr. rino, 81 str. Settimo 10156 Torino, 011 2731936 ,45.101587799999997, 7.7248415000000001
ambulatorio veterinario miletto, 81 str. Settimo 10156 Torino, 011 2731936 ,45.101587799999997, 7.7248415000000001
farmacia borgo po, 22/e v. Monferrato 10131 Torino, 011 8195943 011 8196155 ,45.064173400000001, 7.7018015000000002
farmacia bullio dranzon, 184/186 c. Racconigi 10141 Torino, 011 3851352 ,45.0580219, 7.6467121000000002
farmacia lucente, 88 v. Carrera (ang. c. Telesio) 10146 Torino, 011 726833 ,45.079673300000003, 7.6268525
ceramic-ap, 10 v. Galvani 10144 Torino, 011 4731368 ,45.080914100000001, 7.6611494000000002
farmacia sansovino, 185 c. Toscana 10151 Torino, 011 735350 ,45.101517899999997, 7.6408373000000003
farmacia magno, 42 v. Colombo 10129 Torino, 011 596777 ,45.058594800000002, 7.6589065999999999
octodevices, 92/7 v. Tofane 10141 Torino, 328 4293349 ,45.065418000000001, 7.6359355999999998
ambulatorio veterinario, 6/M V. Berino Michele 10148 Torino, 011 2261967 ,45.117886900000002, 7.6527621000000003
adinolfi dr. franco veterinario, 70 Largo Orbassano 10129 Torino, 011 3182028 ,45.052063599999997, 7.6542281000000001
barbero rosanna, 79 Via Saluzzo 10126 Torino, 011 658581 ,45.050952199999998, 7.6759200999999999
biglia dr. claudio medico, 145 Corso Peschiera 10141 Torino, 011 3852637 ,45.063296999999999, 7.6525857999999998
gozzelino dr. alberto studio veterinario, 69 Corso Regina Margherita 10124 Torino, 011 8122349 ,45.072398800000002, 7.695926
pierbattisti dr. cesare studio medico veterinario, 224/20 Corso Orbassano 10137 Torino, 011 320488 ,45.034925299999998, 7.6208616999999998
vercelli claudio veterinario, 21 Largo Toscana 10149 Torino, 011 2263081 ,45.096400500000001, 7.6587015000000003
allaio dr. margherita ambulatorio veterinario, 5 Via Gamalero 10136 Torino, 011 366714 ,45.049275600000001, 7.6474612000000004
ambulatorio associato veterinario parco dora, 15 Via Ceva 10144 Torino, 011 4732358 ,45.0845749, 7.6699441999999998
ambulatorio medico veterinario, 58 Via Carle Fratelli 10129 Torino, 011 500117 ,45.054478000000003, 7.6579398999999997
ambulatorio veterinario, 22/B Via Slataper Scipio 10149 Torino, 011 7399975 ,45.099975899999997, 7.6562400000000004
ambulatorio veterinario ass. dei dottori viotti marco e la loggia clau, 23 Via Boccardo Giovanni Michele 10147 Torino, 011 2165791 ,45.093957000000003, 7.6773325999999997
ambulatorio veterinario associato, 99 Corso Traiano 10135 Torino, 011 3160197 011 3173763 011 616199 011 6165711 ,45.022681400000003, 7.6489979999999997
ambulatorio veterinario associato attivita' professionale veterinaria, 99 Corso Traiano 10135 Torino, 011 3173763 ,45.022681400000003, 7.6489979999999997
ambulatorio veterinario associato a. rougier w. zanella, Corso Orbassano 277 10137 Torino, 337 213638 ,45.038846300000003, 7.6317515
ambulatorio veterinario associato ansini & bovo, 95 Corso Francia 10138 Torino, 011 4475850 ,45.075718799999997, 7.6513346999999996
ambulatorio veterinario associato asl1 torino dir. san. dott. wainer zanella d.ssa daniela concu, Corso Francia 227/B 10139 Torino, 011 7727697 388 6925071 ,45.074966600000003, 7.6336316000000002
ambulatorio veterinario associato dott. p. olivero e dott. g. musso, 4 Strada Comunale Di Mirafiori 10135 Torino, 011 3489234 ,45.014996699999998, 7.6271772000000002
ambulatorio veterinario associato dr. viola m. e dr. chiantore t., 7 Via Tenda 10126 Torino, 011 678807 ,45.036179699999998, 7.6696790999999997
ambulatorio veterinario associato dr.sse cavaglia' - calvo, 44 Via Mombarcaro 10136 Torino, 011 3298890 ,45.0486936, 7.6429916000000002
ambulatorio veterinario associato meisino, 6 Strada Del Meisino 10132 Torino, 011 8909214 ,45.084921000000001, 7.7300329000000003
ambulatorio veterinario dardanello dr. andrea, 2/D Corso Corsica 10134 Torino, 011 6191306 ,45.0330303, 7.6526996
ambulatorio veterinario del dott.truncellito riccardo, 191 C. Toscana 10151 Torino, 011 4552316 348 7102064 ,45.101793700000002, 7.6398695999999999
ambulatorio veterinario di fulvio stevenin, 32/B Via Lera 10139 Torino, 011 7711010 ,45.074020400000002, 7.6384768000000003
ambulatorio veterinario di gianolio elena dr., 236 Corso Regina Margherita 10144 Torino, 011 4732796 ,45.083389199999999, 7.6641063000000003
ambulatorio veterinario dott. fulgosi tiziana, 93/G Via Bardonecchia 10139 Torino, 011 3853061 ,45.072307100000003, 7.6362253000000004
ambulatorio veterinario dott.ssa sabrina rossi, 55 Via Magenta 10128 Torino, 011 537137 ,45.067083500000003, 7.6638970000000004
ambulatorio veterinario dr mancuso pietro, 5 Via S. Germano 10155 Torino, 011 2420030 ,45.101502199999999, 7.6949300000000003
ambulatorio veterinario dr., 26/B Via Piacenza 10127 Torino, 011 3172402 ,45.01934, 7.6463635999999999
ambulatorio veterinario dr.enrico sara ambulatorio veterinario, 17 Via Martiniana 10141 Torino, 011 3855412 ,45.062659500000002, 7.6462386000000002
ambulatorio veterinario martini, 71 Strada S. Mauro 10156 Torino, 011 2732980 ,45.100496700000001, 7.7317279000000001
ambulatorio veterinario martini di cullino sandro, 113 Via Marsigli Luigi Ferdinando 10141 Torino, 011 7071384 ,45.064827700000002, 7.6269
ambulatorio veterinario russo giuseppe, 57 Via Genova 10126 Torino, 011 673808 ,45.033584400000002, 7.6701845000000004
ambulatorio veterinario sempione dei dottori saglia sergio - lamberti f., 102 Via Cimarosa Domenico 10154 Torino, 011 2422010 ,45.094467299999998, 7.7021752000000001
ambulatorio veterinario toscano buono, 41 Via Canova Antonio 10126 Torino, 011 6630858 ,45.043666299999998, 7.6780974000000004
ambulatorio veterinario varina e ghidella, Corso Ferrucci Francesco 76 10138 Torino, 011 4330527 340 1407656 ,45.065863700000001, 7.6549867000000003
ambulatorio veterinario virano dr. vilma, 19/D Via Bidone Giorgio 10125 Torino, 011 657151 ,45.052567099999997, 7.6790219999999998
associazione medici veterinari d.sse baldo ilaria e palomba debora veterinari, 31/C Via Cortemilia 10126 Torino, 011 6638048 ,45.0294825, 7.6699533000000004
associazione medici veterinari debernardi - prato, Corso Moncalieri 205/A 10133 Torino, 011 6312696 ,45.041723500000003, 7.6839313999999996
associazione medici veterinari debernardi-prato-calarola medici veterinari, 42 Corso Vercelli 10152 Torino, 011 859724 ,45.087754500000003, 7.6878282999999996
baralis gianmario ambulatorio veterinario, 174/D Corso Rosselli Carlo E Nello 10141 Torino, 011 3821320 ,45.056075100000001, 7.6438351000000004
benetti sandra, Corso Agnelli Giovanni 101 10134 Torino, 011 3176686 ,45.035972200000003, 7.6442819000000002
bertolotto stefania ambulatorio veterinario, 126 Via Saluzzo 10126 Torino, 011 6635067 ,45.045433799999998, 7.6736066999999997
bertone dr. cristina ambulatorio veterinario, 26 Via Caboto Sebastiano 10129 Torino, 011 505619 ,45.055424000000002, 7.6612412000000001
bianco a. e follo e. studio veterinario s.s., 305/D Largo Casale 10132 Torino, 011 8994595 ,45.078237799999997, 7.7318737999999998
biglia dr. claudio, Corso Peschiera 145 10141 Torino, 011 366995 011 3852637 347 3543908 ,45.063296999999999, 7.6525857999999998
bottello dr. thomas, 14 Via Usseglio Leopoldo 10147 Torino, 011 2163682 ,45.098386499999997, 7.6759491000000004
canuto dr. paola medico veterinario, 12 Via Courmayeur 10155 Torino, 011 286163 ,45.090725399999997, 7.6879179999999998
capra dr. ernesto, Lungo Dora Firenze 25 10121 Torino, 011 2481078 ,45.080244, 7.6889219999999998
castoldi monica, 29 Via Moretta 10139 Torino, 011 4340372 011 4476884 339 6365210 ,45.068426700000003, 7.6518193999999999
cavallero dr. annamaria medico veterinario, 143 Corso Grosseto 10147 Torino, 011 2205622 ,45.104373500000001, 7.6632379000000004
cerutti dr. stefano medico veterinario, 69/C Via Nole 10149 Torino, 011 7714146 011 7770176 ,45.091366399999998, 7.6559293000000004
chiabrera roberto, 69 Corso Monte Grappa 10146 Torino, 011 7492504 ,45.081841500000003, 7.6382531
centro veterinario torinese di rivoli - ospedale san francesco, 40 v. Varallo 10153 Torino, 347 2484047 ,45.071140399999997, 7.7136455000000002
riabilitaria - associazione professionale veterinaria, 144/9 v. Castelgomberto 10137 Torino, 011 6986255 338 3543593 ,45.041600299999999, 7.6309585000000002
ambulatorio veterinario bo ferro, 3 v. F.lli Calandra 10123 Torino, 011 8177291 ,45.063100900000002, 7.6867571999999997
ambulatorio veterinario associato, 63/C v. Pacchiotti 10146 Torino, 011 7725276 ,45.077863499999999, 7.6358683000000003
carlo giulianelli, 29/d v. Scapacino 10146 Torino, 011 728346 ,45.081448000000002, 7.6241510000000003
ambulatorio veterinario girardi, 24 v. Massena 10128 Torino, 011 541460 ,45.061663699999997, 7.6733085000000001
ambulatorio veterinario la barca, 52 lg. D. Chiesa 10156 Torino, 011 2741624 338 5449376 ,45.119347599999998, 7.7061494000000001
clinica veterinaria arca, 52 lg. D. Chiesa 10156 Torino, 011 2741624 338 5449376 ,45.119347599999998, 7.7061494000000001
ambulatorio veterinario dott. sergio dileo, 155/c v. Reni 10137 Torino, 011 3081906 ,45.044187399999998, 7.6293347000000002
ambulatorio veterinario dott.ssa carla san pietro, 61/b v. Belfiore 10126 Torino, 011 6503033 333 5979638 ,45.0511622, 7.6773987999999997